Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Funding for research expenses for an Academy professor 2018-2019, extension of funding BTY;University of Turku;Adhesion switches in cancer and development;Ivaska, Johanna;312517;17.05.2017;01.01.2018 - 31.12.2019;500.000
Funding for research expenses for an Academy professor 2018-2019, extension of funding BTY;University of Eastern Finland;Novel Gene Therapy Based on the Activation of Endogenous Genes for the Treatment of Ischemia;Ylä-Herttuala, Seppo;319187;03.05.2018;01.01.2019 - 31.12.2020;500.000
Funding for research expenses for an Academy professor 2018-2019, extension of funding BTY;University of Helsinki;Ion-regulatory proteins in brain development and disease;Kaila, Kai;319237;03.05.2018;01.01.2019 - 31.12.2019;105.092
Funding for research expenses for an Academy professor 2018-2019, extension of funding BTY;University of Turku;"LincRNAs and epigenetic regulators in human T helper cell differentiation: 
lin(c)king disease associated SNPs to molecular mechanisms of immune disease.";Lahesmaa, Riitta Liisa Maria;319280;03.05.2018;01.01.2019 - 31.12.2021;500.000
Funding for research expenses for an Academy professor 2018-2019, extension of funding BTY;University of Turku;Natural selection in contemporary human populations;Lummaa, Virpi;319283;03.05.2018;01.01.2019 - 30.06.2021;518.314
Funding for research expenses for an Academy professor 2018-2019, extension of funding KY;University of Helsinki;"Maternal and Placental Origins of Mental Disorders and Associated Psychological Risks – 
Trans-Generational Transmission of Prenatal Adversities via Glucocorticoid Pathways";Räikkönen-Talvitie, Katri;312670;13.06.2017;01.01.2018 - 31.12.2019;604.210
Funding for research expenses for an Academy professor 2018-2019, extension of funding KY;University of Turku;Actors, Structures and Law;Niemi, Johanna;312497;13.06.2017;01.01.2018 - 31.12.2019;400.605
Funding for research expenses for an Academy professor 2018-2019, extension of funding KY;Aalto University;Talent and Success in Business Career;Keloharju, Matti;319316;05.06.2018;01.01.2019 - 31.12.2020;366.074
Funding for research expenses for an Academy professor 2018-2019, extension of funding KY;Tampere University;Epistemic capital in the synchronization of national policies;Alasuutari, Pertti Juhani;319183;05.06.2018;01.01.2019 - 31.12.2021;440.100
Funding for research expenses for an Academy professor 2018-2019, extension of funding LT;Aalto University;Interdisciplinary research on statistical parametric speech synthesis;Alku, Paavo;312490;26.04.2017;01.01.2018 - 31.12.2019;439.926
Funding for research expenses for an Academy professor 2018-2019, extension of funding LT;Aalto University;Interactive machine learning from multiple biodata sources;Kaski, Samuel;319264;19.04.2018;01.01.2019 - 31.08.2021;439.712
Funding for research expenses for an Academy professor 2018-2019, extension of funding LT;University of Jyväskylä;NANOSTRUCTURED METAL – MOLECULE INTERFACES (NaMeMoInt);Häkkinen, Hannu;319208;19.04.2018;01.01.2019 - 31.12.2021;440.000
Funding for research expenses for an Academy professor 2019-2021 BTY;University of Helsinki;MOLECULAR MECHANISMS OF ACTIN MONOMER RECYCLING IN MIGRATING CELLS;Lappalainen, Pekka;320161;25.09.2018;01.01.2019 - 31.12.2021;659.865
Funding for research expenses for an Academy professor 2019-2021 BTY;University of Helsinki;Towards understanding neoplasia through unique materials and data integration;Aaltonen, Lauri A.;320149;12.09.2018;01.01.2019 - 31.12.2021;660.000
Funding for research expenses for an Academy professor 2019-2021 BTY;University of Jyväskylä;Evolutionary ecology of communication;Mappes, Riitta Johanna;320438;25.09.2018;01.01.2019 - 31.12.2022;658.849
Funding for research expenses for an Academy professor 2019-2021 BTY;University of Turku;Ancestral environmental exposures and offspring health – a multigenerational epidemiologic cohort study across 3 generations.;Raitakari, Olli;320297;12.09.2018;01.01.2019 - 31.12.2022;660.000
Funding for research expenses for an Academy professor 2019-2021 KY;University of Helsinki;Facing Narcissism: Grandiosity and Vulnerability of the Self in the Social World;Peräkylä, Anssi;320248;26.10.2018;01.01.2019 - 31.12.2021;660.000
Funding for research expenses for an Academy professor 2019-2021 KY;University of Helsinki;URBAN LAND TENURE;Obeng-Odoom, Franklin;320239;26.10.2018;01.01.2019 - 30.06.2022;660.000
Funding for research expenses for an Academy professor 2019-2021 LT;Aalto University;Artificial designer materials (ADaM);Liljeroth, Peter;320555;02.10.2018;01.01.2019 - 31.12.2021;657.945
Funding for research expenses for an Academy professor 2019-2021 LT;University of Helsinki;Particle cosmology and gravitational waves;Rummukainen, Kari;320123;02.10.2018;01.01.2019 - 31.12.2021;658.280
Funding for research expenses for an Academy professor 2019-2021 LT;University of Helsinki;Research on non-linear Inverse problem;Lassas, Matti;320113;02.10.2018;01.01.2019 - 31.12.2021;659.852
Funding for research expenses for an Academy professor 2019-2021 LT;Åbo Akademi University;Towards deep understanding of multiphase molecular processes by application of transient experimental techniques and mathematical modelling;Salmi, Tapio;320115;02.10.2018;01.01.2019 - 31.12.2021;659.535
Funding for research expenses for an Academy professor 2020-2021, extension of funding BTY;University of Helsinki;"Mitochondrial dysfunction remodels vitamin-B metabolism: 
Roles for neurological disease and therapy";Wartiovaara, Anu;327274;22.05.2019;01.01.2020 - 31.12.2021;440.387
Funding for research expenses for an Academy professor 2020-2021, extension of funding BTY;University of Helsinki;Neurotrophin signaling in neuronal plasticity and brain disorders;Castren, Eero;327192;22.05.2019;01.01.2020 - 31.12.2021;440.000
Funding for research expenses for an Academy professor 2020-2021, extension of funding BTY;University of Helsinki;The genetic architecture of life-history variation: functional mechanisms & implications for evolution;Primmer, Craig;327255;22.05.2019;01.01.2020 - 31.12.2021;440.879
Funding for research expenses for an Academy professor 2020-2021, extension of funding KY;University of Jyväskylä;Marginalization and Experience: Phenomenological Analyses of Normality and Abnormality (MEPA);Heinämaa, Sara;327185;17.06.2019;01.01.2020 - 31.12.2022;440.000
Funding for research expenses for an Academy professor 2020-2021, extension of funding KY;University of Turku;Viral Culture in Early Nineteenth-Century Europe;Salmi, Hannu;327187;17.06.2019;01.01.2020 - 31.12.2021;438.707
Funding for research expenses for an Academy professor 2020-2021, extension of funding LT;Aalto University;Long-range coherence in nanosystems;Törmä, Päivi;327293;07.05.2019;01.01.2020 - 31.12.2021;439.262
Funding for research expenses for an Academy professor 2020-2021, extension of funding LT;University of Helsinki;Air quality - climate interactions and feedbacks;Kulmala, Markku;327227;07.05.2019;01.01.2020 - 31.12.2021;440.000
Funding for research expenses for an Academy professor 2020-2021, extension of funding LT;University of Oulu;Academy Professor post research costs;Latva-aho, Matti;327035;07.05.2019;01.01.2020 - 31.12.2021;440.000
Grants for researcher training at EUI, invited applicants KY;European University Institute;Maritime crimes, criminal jurisdiction and state obligations. Applicability of different international treaties in different maritime crimes.;Ruohomäki, Harri;294202;07.03.2016;01.01.2016 - 31.12.2016;10.620
Grants for researcher training at EUI, invited applicants KY;European University Institute;Thesis: Game Theory and Network Science in Models of Economic Competition;Jakubik, Adam;303479;30.03.2016;01.04.2016 - 28.02.2017;24.175
Health from Science (TERVA) 2017, second stage BTY;Aalto University;Immunoregulation and Therapeutic Precision in Rheumatoid Arthritis / Consortium: Heal-Art;Lähdesmäki, Harri;314445;08.11.2017;01.01.2018 - 31.12.2020;180.280
Health from Science (TERVA) 2017, second stage BTY;Aalto University;Rhythms in Infant Brain: Wearables for Computational Diagnostics and Mobile Monitoring of Treatment (RIB) / Consortium: RIB;Niinimäki, Kirsi;314572;08.11.2017;01.01.2018 - 30.06.2021;141.729
Health from Science (TERVA) 2017, second stage BTY;Aalto University;Rhythms in Infant Brain: Wearables for Computational Diagnostics and Mobile Monitoring of Treatment (RIB) / Consortium: RIB;Räsänen, Okko;314573;08.11.2017;01.01.2018 - 31.12.2020;120.711
Health from Science (TERVA) 2017, second stage BTY;Helsinki University Central Hospital;Individualized treatments for obesity based on adipose tissue mitochondrial biology / Consortium: MitoPower4WeightLoss;Juuti, Anne Tuulikki;314457;08.11.2017;01.01.2018 - 31.12.2021;113.649
Health from Science (TERVA) 2017, second stage BTY;Tampere University;Immunoregulation and Therapeutic Precision in Rheumatoid Arthritis / Consortium: Heal-Art;Silvennoinen, Olli;326365;08.11.2017;01.01.2019 - 31.12.2021;322.731
Health from Science (TERVA) 2017, second stage BTY;Tampere University;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Ruusuvuori, Pekka;326364;08.11.2017;01.01.2019 - 31.12.2020;79.924
Health from Science (TERVA) 2017, second stage BTY;Turku University Hospital;Individual variation in response to DNA-damaging anti-cancer drugs / Consortium: Individual variation in response to DNA-damaging a;Hietanen, Sakari;314398;08.11.2017;01.01.2018 - 31.12.2020;63.184
Health from Science (TERVA) 2017, second stage BTY;Turku University Hospital;Individualized treatments for obesity based on adipose tissue mitochondrial biology / Consortium: MitoPower4WeightLoss;Virtanen, Kirsi;314456;08.11.2017;01.01.2018 - 31.12.2020;111.064
Health from Science (TERVA) 2017, second stage BTY;University of Eastern Finland;Individualized treatments for obesity based on adipose tissue mitochondrial biology / Consortium: MitoPower4WeightLoss;Pihlajamäki, Jussi;314454;08.11.2017;01.01.2018 - 31.12.2020;162.406
Health from Science (TERVA) 2017, second stage BTY;University of Eastern Finland;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Heinäniemi, Merja;314553;08.11.2017;01.01.2018 - 31.12.2020;200.483
Health from Science (TERVA) 2017, second stage BTY;University of Eastern Finland;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Kaikkonen-Määttä, Minna;314554;08.11.2017;01.01.2018 - 31.12.2020;132.433
Health from Science (TERVA) 2017, second stage BTY;University of Eastern Finland;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Laakso, Markku;314555;08.11.2017;01.01.2018 - 31.08.2020;124.242
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Immunoregulation and Therapeutic Precision in Rheumatoid Arthritis / Consortium: Heal-Art;Mustjoki, Satu;314442;08.11.2017;01.01.2018 - 31.08.2021;373.617
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Individual variation in response to DNA-damaging anti-cancer drugs / Consortium: Individual variation in response to DNA-damaging a;Hautaniemi, Sampsa;314395;08.11.2017;01.01.2018 - 31.12.2020;66.930
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Individual variation in response to DNA-damaging anti-cancer drugs / Consortium: Individual variation in response to DNA-damaging a;Kauppi, Liisa;314394;08.11.2017;01.01.2018 - 31.12.2020;126.419
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Individual variation in response to DNA-damaging anti-cancer drugs / Consortium: Individual variation in response to DNA-damaging a;Niemi, Mikko;314396;08.11.2017;01.01.2018 - 31.12.2020;103.008
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Individual variation in response to DNA-damaging anti-cancer drugs / Consortium: Individual variation in response to DNA-damaging a;Pirinen, Eija;314397;08.11.2017;01.01.2018 - 31.12.2020;140.459
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Individualized treatments for obesity based on adipose tissue mitochondrial biology / Consortium: MitoPower4WeightLoss;Pietiläinen, Kirsi;314383;08.11.2017;01.01.2018 - 31.12.2020;649.462
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Individualized treatments for obesity based on adipose tissue mitochondrial biology / Consortium: MitoPower4WeightLoss;Pirinen, Eija;314455;08.11.2017;01.01.2018 - 31.12.2020;163.419
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Rhythms in Infant Brain: Wearables for Computational Diagnostics and Mobile Monitoring of Treatment (RIB) / Consortium: RIB;Vanhatalo, Sampsa;314450;08.11.2017;01.01.2018 - 31.12.2021;226.564
Health from Science (TERVA) 2017, second stage BTY;University of Helsinki;Treating dementia by blood brain barrier opening to increase glymphatic clearance. / Consortium: OPEN;Alitalo, Kari;314498;08.11.2017;01.01.2018 - 31.12.2020;281.250
Health from Science (TERVA) 2017, second stage BTY;University of Oulu;Treating dementia by blood brain barrier opening to increase glymphatic clearance. / Consortium: OPEN;Eklund, Lauri;314501;08.11.2017;01.01.2018 - 31.12.2020;281.250
Health from Science (TERVA) 2017, second stage BTY;University of Oulu;Treating dementia by blood brain barrier opening to increase glymphatic clearance. / Consortium: OPEN;Kiviniemi, Vesa;314497;08.11.2017;01.01.2018 - 31.12.2020;281.250
Health from Science (TERVA) 2017, second stage BTY;University of Oulu;Treating dementia by blood brain barrier opening to increase glymphatic clearance. / Consortium: OPEN;Myllylä, Teemu;314502;08.11.2017;01.01.2018 - 31.12.2020;281.250
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Better health for the next generations: Prevention of metabolic diseases by protecting the male germline epigenome / Consortium: PROGERM;Karlsson, Hasse;314390;08.11.2017;01.01.2018 - 30.06.2021;138.971
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Better health for the next generations: Prevention of metabolic diseases by protecting the male germline epigenome / Consortium: PROGERM;Kotaja, Noora;314387;08.11.2017;01.01.2018 - 31.12.2020;482.106
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Better health for the next generations: Prevention of metabolic diseases by protecting the male germline epigenome / Consortium: PROGERM;Raitakari, Olli;314389;08.11.2017;01.01.2018 - 31.12.2020;138.216
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Better health for the next generations: Prevention of metabolic diseases by protecting the male germline epigenome / Consortium: PROGERM;Savontaus, Eriika;314388;08.11.2017;01.01.2018 - 31.12.2020;290.708
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Immunoregulation and Therapeutic Precision in Rheumatoid Arthritis / Consortium: Heal-Art;Elo, Laura;314443;08.11.2017;01.01.2018 - 31.12.2020;280.457
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Immunoregulation and Therapeutic Precision in Rheumatoid Arthritis / Consortium: Heal-Art;Lahesmaa, Riitta Liisa Maria;314444;08.11.2017;01.01.2018 - 31.12.2021;339.157
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Lönnberg, Tapio;314557;08.11.2017;01.01.2018 - 30.06.2021;139.392
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Roivainen, Anne;314556;08.11.2017;01.01.2018 - 30.06.2021;302.978
Health from Science (TERVA) 2017, second stage BTY;University of Turku;Rhythms in Infant Brain: Wearables for Computational Diagnostics and Mobile Monitoring of Treatment (RIB) / Consortium: RIB;Sourander, Andre;314571;08.11.2017;01.01.2018 - 31.12.2021;135.982
Health from Science (TERVA) 2017, second stage TT;University of Tampere -2018;Immunoregulation and Therapeutic Precision in Rheumatoid Arthritis / Consortium: Heal-Art;Silvennoinen, Olli;314446;08.11.2017;01.01.2018 - 31.12.2018;3.758
Health from Science (TERVA) 2017, second stage TT;University of Tampere -2018;Reprogramming of macrophage phenotypes as early predictor of cardiovascular and metabolic disease development / Consortium: MAP-CAD;Ruusuvuori, Pekka;314558;08.11.2017;01.01.2018 - 31.12.2018;20.547
ICT 2023 programme: Energy efficient ICT systems of the future LT;Aalto University;Adaptive ambient backscatter Communications for ultra-low power Systems / Consortium: ABACUS;Jäntti, Riku;319003;18.06.2018;01.09.2018 - 31.08.2021;199.796
ICT 2023 programme: Energy efficient ICT systems of the future LT;Aalto University;Adaptive ambient backscatter Communications for ultra-low power Systems / Consortium: ABACUS;Sigg, Stephan;319004;18.06.2018;01.09.2018 - 31.08.2021;175.360
ICT 2023 programme: Energy efficient ICT systems of the future LT;Aalto University;Adaptive ambient backscatter Communications for ultra-low power Systems / Consortium: ABACUS;Viikari, Ville;319005;18.06.2018;01.09.2018 - 31.08.2021;170.327
ICT 2023 programme: Energy efficient ICT systems of the future LT;Aalto University;Coded Collaborative Caching for Wireless Energy Efficiency / Consortium: CCCWEE;Tirkkonen, Olav;319058;18.06.2018;01.09.2018 - 31.08.2022;347.827
ICT 2023 programme: Energy efficient ICT systems of the future LT;Aalto University;Energy autonomous wireless sensor systems powered by printed light energy harvesting and storage / Consortium: LightningSense;Halonen, Kari;319043;18.06.2018;01.09.2018 - 30.11.2021;324.094
ICT 2023 programme: Energy efficient ICT systems of the future LT;Aalto University;Energy harvesting for ICT from water evaporation;Tittonen, Ilkka;319018;18.06.2018;01.09.2018 - 30.08.2021;512.333
ICT 2023 programme: Energy efficient ICT systems of the future LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;Lidar-based energy efficient ICT solutions (ICT_Lidar);Hyyppä, Juha;319011;18.06.2018;01.09.2018 - 30.04.2022;535.372
ICT 2023 programme: Energy efficient ICT systems of the future LT;Lappeenranta-Lahti University of Technology LUT;ee-IoT: Energy eFFICient Iot dEploymeNT / Consortium: ee-IoT;Juliano Nardelli, Pedro;319009;18.06.2018;01.09.2018 - 31.08.2021;299.157
ICT 2023 programme: Energy efficient ICT systems of the future LT;Tampere University;Energy autonomous wireless sensor systems powered by printed light energy harvesting and storage / Consortium: LightningSense;Lupo, Donald;319041;18.06.2018;01.09.2018 - 30.11.2021;333.909
ICT 2023 programme: Energy efficient ICT systems of the future LT;Tampere University;Energy autonomous wireless sensor systems powered by printed light energy harvesting and storage / Consortium: LightningSense;Priimägi, Arri;326464;18.06.2018;01.01.2019 - 31.08.2021;285.285
ICT 2023 programme: Energy efficient ICT systems of the future LT;Tampere University;Zero-Energy Autonomous Sensing Devices for Internet-of-Things (ZeroEnergySense);Sydänheimo, Lauri;326462;18.06.2018;01.01.2019 - 31.08.2021;290.500
ICT 2023 programme: Energy efficient ICT systems of the future LT;Tampere University of Technology -2018;Energy autonomous wireless sensor systems powered by printed light energy harvesting and storage / Consortium: LightningSense;Priimägi, Arri;319042;18.06.2018;01.09.2018 - 31.12.2018;18.117
ICT 2023 programme: Energy efficient ICT systems of the future LT;Tampere University of Technology -2018;Zero-Energy Autonomous Sensing Devices for Internet-of-Things (ZeroEnergySense);Sydänheimo, Lauri;318960;18.06.2018;01.09.2018 - 31.12.2018;3.598
ICT 2023 programme: Energy efficient ICT systems of the future LT;University of Helsinki;Crowdsourced Battery Optimization AI for a Connected World (CBAI);Tarkoma, Sasu;319017;18.06.2018;01.09.2018 - 31.08.2021;451.870
ICT 2023 programme: Energy efficient ICT systems of the future LT;University of Oulu;Coded Collaborative Caching for Wireless Energy Efficiency / Consortium: CCCWEE;Tölli, Antti-Heikki;319059;18.06.2018;01.09.2018 - 31.08.2022;349.880
ICT 2023 programme: Energy efficient ICT systems of the future LT;University of Oulu;"Energy Efficient IoT Deployment for Systems of the Future (ee-IoT) 
 / Consortium: ee-IoT";Alves, Hirley;319008;18.06.2018;01.09.2018 - 31.08.2021;299.792
ICT 2023: Autonomous Everything LT;Aalto University;Autonomous Shaping and Structuring using Acoustic Field;Zhou, Quan;328239;04.09.2019;01.01.2020 - 31.12.2022;344.848
ICT 2023: Autonomous Everything LT;Aalto University;Bridging the Reality Gap in Autonomous Learning / Consortium: B-REAL;Kaski, Samuel;328400;04.09.2019;01.01.2020 - 31.12.2022;230.940
ICT 2023: Autonomous Everything LT;Aalto University;Bridging the Reality Gap in Autonomous Learning / Consortium: B-REAL;Kyrki, Ville;328399;04.09.2019;01.01.2020 - 31.12.2022;250.196
ICT 2023: Autonomous Everything LT;Aalto University;Bridging the Reality Gap in Autonomous Learning / Consortium: B-REAL;Lähdesmäki, Harri;328401;04.09.2019;01.01.2020 - 31.12.2022;233.075
ICT 2023: Autonomous Everything LT;Aalto University;Human Automata: Simulator-based Methods for Collaborative AI;Oulasvirta, Antti;328813;04.09.2019;01.01.2020 - 31.12.2023;463.740
ICT 2023: Autonomous Everything LT;Aalto University;Robust and Efficient PErception for Autonomous Things (REPEAT) / Consortium: REPEAT;Kannala, Juho;327911;04.09.2019;01.01.2020 - 30.09.2023;233.775
ICT 2023: Autonomous Everything LT;Aalto University;Ubiquitous Localization, communication, and sensing infrastrucTuRe for Autonomous systems (ULTRA) / Consortium: ULTRA;Jäntti, Riku;328215;04.09.2019;01.01.2020 - 31.12.2022;174.952
ICT 2023: Autonomous Everything LT;Aalto University;Ubiquitous Localization, communication, and sensing infrastrucTuRe for Autonomous systems (ULTRA) / Consortium: ULTRA;Roncoli, Claudio;328216;04.09.2019;01.01.2020 - 31.12.2022;174.837
ICT 2023: Autonomous Everything LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;Autonomous tree health analyzer  based on imaging UAV spectrometry / Consortium: ASPECT;Honkavaara, Eija;327861;04.09.2019;01.01.2020 - 31.12.2022;297.574
ICT 2023: Autonomous Everything LT;Tampere University;Autonomous Drones Supporting Maritime Search and Rescue / Consortium: AutoSOS;Gabbouj, Moncef;328754;04.09.2019;01.01.2020 - 31.12.2022;301.022
ICT 2023: Autonomous Everything LT;Tampere University;Robust and Efficient PErception for Autonomous Things (REPEAT) / Consortium: REPEAT;Rahtu, Esa;327910;04.09.2019;01.01.2020 - 31.12.2022;226.632
ICT 2023: Autonomous Everything LT;Tampere University;Ubiquitous Localization, communication, and sensing infrastrucTuRe for Autonomous systems (ULTRA) / Consortium: ULTRA;Lohan, Simona;328226;04.09.2019;01.01.2020 - 31.12.2022;166.859
ICT 2023: Autonomous Everything LT;Tampere University;Ubiquitous Localization, communication, and sensing infrastrucTuRe for Autonomous systems (ULTRA) / Consortium: ULTRA;Valkama, Mikko;328214;04.09.2019;01.01.2020 - 31.12.2022;167.767
ICT 2023: Autonomous Everything LT;University of Helsinki;Creative and Adaptive Cooperation between Diverse Autonomous Robots;Männistö, Tomi M;328729;04.09.2019;01.01.2020 - 30.04.2023;492.433
ICT 2023: Autonomous Everything LT;University of Helsinki;Symbolic Reasoning for Formally Verified and Explainable AI;Järvisalo, Matti;328718;04.09.2019;01.01.2020 - 31.12.2022;361.703
ICT 2023: Autonomous Everything LT;University of Jyväskylä;Autonomous tree health analyzer  based on imaging UAV spectrometry / Consortium: ASPECT;Pölönen, Ilkka;327862;04.09.2019;01.01.2020 - 31.12.2022;283.922
ICT 2023: Autonomous Everything LT;University of Oulu;Context-aware autonomous neural network learning;Zhao, Guoying;328115;04.09.2019;01.01.2020 - 31.12.2022;399.917
ICT 2023: Autonomous Everything LT;University of Turku;Autonomous Drones Supporting Maritime Search and Rescue / Consortium: AutoSOS;Westerlund, Tomi;328755;04.09.2019;01.01.2020 - 31.12.2022;299.659
ICT 2023: Autonomous Everything LT;University of Vaasa;Robust and Efficient PErception for Autonomous Things (REPEAT) / Consortium: REPEAT;Boutellier, Jani;327912;04.09.2019;01.01.2020 - 30.09.2023;228.220
ICT 2023: Autonomous systems and the augmented human LT;Aalto University;Autonomous Microrobotics for Studying Cell-Particle Interactions and Responses / Consortium: ARC;Zhou, Quan;304843;18.08.2016;01.01.2017 - 31.12.2018;267.496
ICT 2023: Autonomous systems and the augmented human LT;Aalto University;Co-Adaptation / Consortium: Co-Adaptation;Kaski, Samuel;305780;18.08.2016;01.01.2017 - 31.12.2018;129.680
ICT 2023: Autonomous systems and the augmented human LT;Aalto University;Co-Adaptation / Consortium: Co-Adaptation;Oulasvirta, Antti;305779;18.08.2016;01.01.2017 - 31.12.2018;138.536
ICT 2023: Autonomous systems and the augmented human LT;Aalto University;"Emotional augmentation in virtual environments for empathic social interaction: Effects and underlying neurophysiological processes 
 / Consortium: EMOEMP";Ravaja, Niklas;305576;18.08.2016;01.01.2017 - 31.12.2018;350.000
ICT 2023: Autonomous systems and the augmented human LT;Aalto University;Hybrid autonomous and augmented agricultural tools (HAUGE);Oksanen, Timo;306025;18.08.2016;01.01.2017 - 31.12.2018;192.900
ICT 2023: Autonomous systems and the augmented human LT;Aalto University;Virtual Coach Based on Multibody Dynamics / Consortium: VIMU;Hämäläinen, Perttu;305737;18.08.2016;01.01.2017 - 31.12.2018;281.962
ICT 2023: Autonomous systems and the augmented human LT;Kuopio University Hospital;Sensorimotor Prosthetics for Future Interactive Surgical Systems / Consortium: FIRST;von und zu Fraunberg, Mikael;305578;18.08.2016;01.09.2016 - 31.08.2018;135.490
ICT 2023: Autonomous systems and the augmented human LT;Lappeenranta-Lahti University of Technology LUT;Virtual Coach Based on Multibody Dynamics / Consortium: VIMU;Mikkola, Aki;305738;18.08.2016;01.01.2017 - 31.12.2018;255.847
ICT 2023: Autonomous systems and the augmented human LT;Tampere University of Technology -2018;Autonomous grasping and centralized multimodal human machine interface for multi-site heavy-duty working machines;Mattila, Jouni;304604;18.08.2016;01.01.2017 - 31.12.2018;379.934
ICT 2023: Autonomous systems and the augmented human LT;University of Eastern Finland;Sensorimotor Prosthetics for Future Interactive Surgical Systems / Consortium: FIRST;Bednarik, Roman;305199;18.08.2016;01.09.2016 - 31.08.2018;232.583
ICT 2023: Autonomous systems and the augmented human LT;University of Helsinki;Autonomous Microrobotics for Studying Cell-Particle Interactions and Responses / Consortium: ARC;Almeida Santos, Hélder;304844;18.08.2016;01.01.2017 - 31.12.2018;279.495
ICT 2023: Autonomous systems and the augmented human LT;University of Helsinki;Co-Adaptation / Consortium: Co-Adaptation;Corander, Jukka;305781;18.08.2016;01.01.2017 - 31.12.2018;141.686
ICT 2023: Autonomous systems and the augmented human LT;University of Helsinki;"Emotional augmentation in virtual environments for empathic social interaction: Effects and underlying neurophysiological processes 
 / Consortium: EMOEMP";Giulio, Jacucci;305577;18.08.2016;01.01.2017 - 31.12.2018;306.970
ICT 2023: Beyond 5G systems LT;Aalto University;Arrays with deep-neural-network backend for millimeter-wave beamforming applications (ADENN);Ala-Laurinaho, Juha;319770;02.10.2018;01.01.2019 - 31.12.2021;299.669
ICT 2023: Beyond 5G systems LT;Aalto University;MASSIVE AND SPARSE ANTENNA ARRAY PROCESSING FOR MILLIMETER-WAVE COMMUNICATIONS;Vorobyov, Sergiy;319822;02.10.2018;01.01.2019 - 31.12.2021;544.008
ICT 2023: Beyond 5G systems LT;Aalto University;Mission-Critical Internet of Things Applications over Fog Networks / Consortium: Aalto-Oulu-VTT;Di Francesco, Mario;319710;02.10.2018;01.01.2019 - 31.12.2021;241.943
ICT 2023: Beyond 5G systems LT;Aalto University;Quantum Enhanced Microwave Backscatter Communications / Consortium: QEMB;Jäntti, Riku;319578;02.10.2018;01.01.2019 - 30.06.2022;288.702
ICT 2023: Beyond 5G systems LT;Aalto University;Quantum Enhanced Microwave Backscatter Communications / Consortium: QEMB;Möttönen, Mikko;319579;02.10.2018;01.01.2019 - 31.12.2021;289.805
ICT 2023: Beyond 5G systems LT;Aalto University;Radio Network Optimization for Heterogeneous Machine Connectivity / Consortium: ROHM;Tirkkonen, Olav;319484;02.10.2018;01.01.2019 - 31.12.2022;349.309
ICT 2023: Beyond 5G systems LT;Aalto University;Wafer Level Integrated THz Communication Link - TeraCom / Consortium: TeraCom;Halonen, Kari;319681;02.10.2018;01.01.2019 - 30.06.2022;350.000
ICT 2023: Beyond 5G systems LT;University of Helsinki;5G Edge Computing Enhanced Augmented Reality (5GEAR) / Consortium: 5GEAR;Hui, Pan;319669;02.10.2018;01.01.2019 - 31.12.2022;319.162
ICT 2023: Beyond 5G systems LT;University of Oulu;5G Edge Computing Enhanced Augmented Reality (5GEAR) / Consortium: 5GEAR;Ylianttila, Mika;319670;02.10.2018;01.01.2019 - 31.12.2021;384.424
ICT 2023: Beyond 5G systems LT;University of Oulu;Mission-Critical Internet of Things Applications over Fog Networks / Consortium: Aalto-Oulu-VTT;Bennis, Mehdi;319758;02.10.2018;01.01.2019 - 31.12.2021;238.956
ICT 2023: Beyond 5G systems LT;University of Oulu;Radio Network Optimization for Heterogeneous Machine Connectivity / Consortium: ROHM;Juntti, Markku;319485;02.10.2018;01.01.2019 - 31.12.2022;347.211
ICT 2023: Beyond 5G systems LT;VTT Technical Research Centre of Finland Ltd;Mission-Critical Internet of Things Applications over Fog Networks / Consortium: Aalto-Oulu-VTT;Chen, Xianfu;319759;02.10.2018;01.01.2019 - 31.12.2021;249.594
