Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Joint project call: Materials science and engineering (Academy, NSF) LT;Aalto University;Thermal Transitions in Polyelectrolyte Complexes and Multilayers;Sammalkorpi, Maria;267606;10.06.2013;01.09.2013 - 31.08.2017;461.602
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;Aalto University;"EAGER: Dynamic Digital Text - An Innovation in STEM Education 
 / Consortium: EAGER";Korhonen, Ari;268568;14.12.2012;01.01.2013 - 31.12.2014;75.000
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Helsinki;Assessment and Effective Teaching of Calculus;Niemi, Hannele M;266768;14.12.2012;01.01.2013 - 31.12.2014;225.000
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Helsinki;EAGER: Improving Understandings of Student Engagement in STEM to Enhance Teacher Education and Classroom Instruction: An International Collaboration;Lavonen, Jari;265915;14.12.2012;01.01.2013 - 31.12.2014;200.000
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Helsinki;Finland-USA SAVI: Innovations in Learning and Education;Multisilta, Jari;266378;14.12.2012;01.01.2013 - 31.12.2014;105.586
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Jyväskylä;A comprehensive computer-based learning environment for supporting the acquisition of basic scholastic skills and STEM contents for global use;Lyytinen, Heikki;269102;14.12.2012;01.01.2013 - 31.12.2014;300.155
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Tampere -2018;"EAGER: Dynamic Digital Text - ☐ 
An Innovation in STEM Education 
 / Consortium: EAGER";Raisamo, Roope;268418;14.12.2012;01.01.2013 - 31.12.2014;75.000
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Turku;COLLABORATIVE RESEARCH: STUDYING & SUPPORTING PRODUCTIVE DISCIPLINARY ENGAGEMENT IN DEMANDING STEM LEARNING ENVIRONMENTS ACROSS CULTURES AND SETTINGS;Vauras, Marja;268936;14.12.2012;01.01.2013 - 31.12.2014;210.000
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;University of Turku;EAGER: Dynamic Digital Txt: AN Innovation in STEM Education / Consortium: EAGER;Mikkilä-Erdmann, Mirjamaija;268617;14.12.2012;01.01.2013 - 31.12.2014;75.000
Joint project call: NSF SAVI on innovations on learning and education (Academy, Tekes and NSF) KY;VATT Institute for Economic Research;EAGER: Dynamic Digital Text - An Innovation in STEM Education / Consortium: EAGER;Kortelainen, Mika;268947;14.12.2012;01.01.2013 - 31.12.2014;75.000
Joint project call: Nanoscience and ICT (Academy and NRF, Korea) LT;Aalto University;Carbon nanostructured thin film for bio-sensors;Franssila, Sami;265082;27.09.2012;01.01.2013 - 31.12.2014;248.508
Joint project call: Nanoscience and ICT (Academy and NRF, Korea) LT;Aalto University;Statistical Modeling and Control of Aggregate Interference in Wireless Systems / Consortium: SMACIW;Jäntti, Riku;265040;27.09.2012;01.01.2013 - 31.12.2014;195.644
Joint project call: Nanoscience and ICT (Academy and NRF, Korea) LT;University of Helsinki;Development of silicon nitride Atomic Layer Deposition;Leskelä, Markku;265080;27.09.2012;01.01.2013 - 31.12.2014;250.000
Joint project call: Nanoscience and ICT (Academy and NRF, Korea) LT;University of Oulu;Energy-Efficient Wireless System Design and Optimization;Juntti, Markku;265037;27.09.2012;01.01.2013 - 31.12.2014;249.709
Joint project call: Nanoscience and ICT (Academy and NRF, Korea) LT;University of Vaasa;Statistical Modeling and Control of Aggregate Interference in Wireless Systems / Consortium: SMACIW;Elmusrati, Mohammed;265077;27.09.2012;01.01.2013 - 31.12.2014;54.356
Joint project call: Sustainable energy (Academy, CNPq) BY;Aalto University;BioSCWG - Biomass Supercritical Water Gasification Integration with CHP units - Definition of novel social and political constraints for enlarged multi-objective optimisation / Consortium: BioSCWG;Järvinen, Mika;268222;18.12.2012;01.01.2013 - 31.12.2015;465.293
Joint project call: Sustainable energy (Academy, CNPq) BY;VTT Technical Research Centre of Finland Ltd;Bioconversion of pectin-rich residues to fuels and chemicals;Richard, Peter;271025;18.12.2012;01.01.2013 - 31.12.2016;412.041
Joint project call: Sustainable energy (Academy, CNPq) LT;Aalto University;Molecular redox couples and hole conductors for all-printed solid-state flexible dye solar cells (SOLID);Lund, Peter;271081;18.12.2012;01.01.2013 - 31.12.2016;294.648
Joint project call: Sustainable energy (Academy, CNPq) LT;Lappeenranta-Lahti University of Technology LUT;Improving process understanding and widening of the feedstock of thermal biomass conversion / Consortium: IMUSTBC;Vakkilainen, Esa;271039;18.12.2012;01.01.2013 - 31.08.2016;93.286
Joint project call: Sustainable energy (Academy, CNPq) LT;University of Jyväskylä;IMUSTBC - Improving process understanding and widening of feedstock database for thermal biomass conversion / Consortium: IMUSTBC;Alen, Raimo;271117;18.12.2012;01.01.2013 - 31.12.2015;486.085
Joint project call: Sustainable energy (Academy, CNPq) LT;University of Oulu;A Theory for Sustainable Smart Grids: Combining Communication Theory, Power Systems, Signal Processing and Economics from a Complexity Science Perspective;Latva-aho, Matti;271150;18.12.2012;01.01.2013 - 31.12.2016;347.183
Joint project call: Sustainable energy (Academy, CNPq) LT;University of Turku;Novel Optical Materials for Solar Energy Conversion and Storage;Lastusaari, Mika;271149;18.12.2012;01.01.2013 - 31.12.2016;411.604
Joint project call: Sustainable energy (Academy, CNPq) LT;VTT Technical Research Centre of Finland Ltd;Improved technologies for enzymatic lignocellulose breakdown to sugars in biorefineries;Saloheimo, Markku;271146;18.12.2012;01.01.2013 - 31.12.2016;434.003
Joint project call: Sustainable energy (Academy, CNPq) LT;Åbo Akademi University;MICROALGAE TO FUELS;Murzin, Dmitry;271070;18.12.2012;01.01.2013 - 31.12.2015;362.632
Joint project call: Sustainable energy (Academy, CONICYT) BY;University of Jyväskylä;Environmental impact analysis, and sustainability - efficiency based criteria for solar energy projects in Northern Chile;Kukkonen, Jussi;269468;31.01.2013;01.03.2013 - 29.02.2016;277.918
Joint project call: Sustainable energy (Academy, CONICYT) LT;Aalto University;Assessment of Solar Energy Potential in Urban Areas;Lund, Peter;269795;31.01.2013;01.01.2013 - 31.12.2015;256.619
Joint project call: Sustainable energy (Academy, CONICYT) LT;Tampere University of Technology -2018;Bulk hetero junction (BHJ) solar cells based on thienylvinylene oligomers / Consortium: BHJSC;Efimov, Alexander;270308;31.01.2013;01.01.2013 - 31.12.2015;438.556
Joint project call: Sustainable energy (Academy, CONICYT) LT;University of Helsinki;Computational Studies of Light-Absorption Processes in Dye-Sensitized Solar Cells;Sundholm, Dage;266227;31.01.2013;01.01.2013 - 31.12.2015;329.008
Joint project call: Sustainable energy (Academy, CONICYT) LT;University of Oulu;Optimal production of bioethanol from macroalgae via photo-chemo-enzymatic processing - OPTIFU / Consortium: OPTIFU;Kordas, Krisztian;269592;31.01.2013;01.01.2013 - 31.12.2015;278.000
Joint project call: Sustainable energy (Academy, CONICYT) LT;Åbo Akademi University;Optimal production of bioethanol from macroalgae via photo-chemo-enzymatic processing - OPTIFU / Consortium: OPTIFU;Mikkola, Jyri-Pekka;268937;31.01.2013;01.01.2013 - 31.12.2015;366.271
Joint project call: Synthetic biology (Academy, Indian DBT) BY;VTT Technical Research Centre of Finland Ltd;Control of in vivo polymerisation by synthetic biology approaches;Jäntti, H Jussi Sakari;272550;04.06.2013;01.09.2013 - 31.08.2017;407.931
Joint project call: Synthetic biology (Academy, Indian DBT) LT;VTT Technical Research Centre of Finland Ltd;"BIO-ACTIVE PROTEIN SYNTHESIS IN VITRO  
WITH CELL-FREE PLATFORM (IV4SP)  
 / Consortium: IV4SP";Koivula, Anu;272598;04.06.2013;01.09.2013 - 30.08.2017;414.931
Joint project call: Synthetic biology (Academy, Indian DBT) TT;University of Helsinki;BIO-ACTIVE PROTEIN SYNTHESIS IN VITRO WITH CELL FREE PLATFORM / Consortium: IV4SP;Urtti, Arto;272597;04.06.2013;01.09.2013 - 31.08.2017;325.550
Joint project call: The human mind (Academy and NSFC) TT;Aalto University;Learning and memory and the involvement of the fronto-striatal network.;Carlson, Synnöve;273147;09.12.2013;01.01.2014 - 31.12.2016;350.000
Joint project call: The human mind (Academy and NSFC) TT;University of Helsinki;Systemic evaluation of the cognitive plasticity of schizophrenic patients after music therapy / Consortium: SchizoCogImm;Tian, Li;273108;09.12.2013;01.01.2014 - 31.12.2016;276.838
Joint project call: The human mind (Academy and NSFC) TT;University of Jyväskylä;Learning of speech sound discrimination - insights from brain activity recordings in humans and rats;Astikainen, Piia;273134;09.12.2013;01.01.2014 - 31.12.2016;350.000
Joint project call: The human mind (Academy and RFH) KY;University of Eastern Finland;Meanings of an Urban Space, Past and Present. Cross-cultural Studies of the Town of Vyborg from the 16th to the 21th Century;Katajala, Kimmo;273558;09.12.2013;01.01.2014 - 31.12.2016;349.957
Joint project call: The human mind (Academy and RFH) KY;University of Helsinki;Collective Minds;Tuomela, Raimo;273356;09.12.2013;01.01.2014 - 31.12.2016;350.000
Joint project call: The human mind (Academy and RFH) KY;University of Jyväskylä;Positive development during the life-span:             Psycho-social implications in Finland and Russia;Salmela-Aro, Katariina;273361;09.12.2013;01.01.2014 - 31.12.2016;349.628
Joint project call: The human mind (Academy and RFH) LT;Aalto University;Perception and joint actions in humans with analytical vs. holistic cognitive styles / Consortium: ANHOLCOGN;Jääskeläinen, Iiro;273469;09.12.2013;01.01.2014 - 31.12.2017;197.094
Joint project call: The human mind (Academy and RFH) LT;University of Oulu;Perception and joint actions in humans with analytical vs. holistic cognitive styles / Consortium: ANHOLCOGN;Laukka, Seppo J.;273517;09.12.2013;01.01.2014 - 31.12.2016;152.760
Joint project call: WiFiUS - Wireless communication (Academy, Tekes and NSF) LT;University of Oulu;Joint Adaptation of Multiple Cognitive Systems without Explicit Coordination (JAMCogSys);Latva-aho, Matti;268830;16.11.2012;01.01.2013 - 31.12.2014;281.144
Joint project call: biosciences and environmental research (Academy of Finland, JSPS) BY;Finnish Environment Institute;Assessment tools for solving aquatic problems related to the pollution from agriculture;Huttula, Timo;258629;19.03.2012;01.07.2012 - 30.06.2014;236.903
Joint project call: biosciences and environmental research (Academy of Finland, JSPS) BY;University of Helsinki;Antibiotic resistance genes in aquaculture environment: origin and spreading;Virta, Marko;256811;19.03.2012;01.04.2012 - 31.03.2014;238.964
Joint project call: biosciences and environmental research (Academy of Finland, JSPS) BY;University of Helsinki;Pathogenic mechanisms of Clostridium botulinum type E;Lindström, Miia;257602;19.03.2012;01.01.2013 - 31.12.2014;240.000
Joint project call: biosciences and environmental research (Academy of Finland, JSPS) BY;VTT Technical Research Centre of Finland;Enzymatic engineering of nano-structured functional lipid powders by emulsification and encapsulation;Forssell, Pirkko;259584;19.03.2012;01.05.2012 - 30.04.2014;239.998
Joint project call: materials science and engineering (Academy of Finland, NSF). LT;University of Turku;ATOMIC HYDROGEN IN CRYOCRYSTALS: SUPERFLUID OR SUPERSOLID?;Vasiliev, Sergey;260531;08.06.2012;01.09.2012 - 31.08.2016;548.685
Joint projects (MISU): Academy of Finland and NRF or CONICYT BTY;Finnish Meteorological Institute;Particulate matter in mines and mining environments / Consortium: PARMAT;Timonen, Hilkka Johanna;297804;21.12.2015;01.03.2016 - 28.02.2019;148.233
Joint projects (MISU): Academy of Finland and NRF or CONICYT BTY;Tampere University of Technology -2018;Particulate matter in mines and mining environments / Consortium: PARMAT;Keskinen, Jorma;298829;21.12.2015;01.03.2016 - 28.02.2019;148.657
Joint projects (MISU): Academy of Finland and NRF or CONICYT BY;Tampere University;Particulate matter in mines and mining environments / Consortium: PARMAT;Keskinen, Jorma;326502;21.12.2015;01.01.2019 - 28.02.2019;14.707
Joint projects (MISU): Academy of Finland and NRF or CONICYT LT;Aalto University;On-line Risk Management in Deep Mines (ORMID);Rinne, Mikael;297770;21.12.2015;01.03.2016 - 31.12.2019;345.094
Joint projects (MISU): Academy of Finland and NRF or CONICYT LT;Aalto University;Protocol development for evaluation of  water-saving alternatives in minerals processing - “Bridging North to South”;Taskinen, Pekka;298657;21.12.2015;01.03.2016 - 28.02.2019;297.651
Joint projects (MISU): Academy of Finland and NRF or CONICYT LT;Aalto University;Towards sustainable mineral processing via plantwide eMPC;Jämsä-Jounela, Sirkka-Liisa;296432;21.12.2015;01.03.2016 - 28.02.2019;248.500
Joint projects (MISU): Academy of Finland and NRF or CONICYT LT;Geological Survey of Finland;Recovery of rare earth elements from phosphogypsum / Consortium: REEXPERTS;Yang, Jason (Xiao Sheng);298095;21.12.2015;02.03.2016 - 28.02.2019;109.575
Joint projects (MISU): Academy of Finland and NRF or CONICYT LT;Lappeenranta-Lahti University of Technology LUT;Recovery of rare earth elements from phosphogypsum / Consortium: REEXPERTS;Sainio, Tuomo;297120;21.12.2015;01.03.2016 - 28.02.2019;128.610
Joint projects (MISU): Academy of Finland and NRF or CONICYT LT;VTT Technical Research Centre of Finland Ltd;Recovery of rare earth elements from phosphogypsum / Consortium: REEXPERTS;Koukkari, Pertti;298094;21.12.2015;01.09.2016 - 31.03.2019;73.674
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;Aalto University;Fundamentals of Ultra Dense 5G Networks with Application to Machine Type Communication / Consortium: FUN5GMTC;Hämäläinen, Jyri;284634;27.01.2015;01.02.2015 - 31.12.2017;120.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;Aalto University;Innovation of Transmission Technologies towards 5G Networks / Consortium: ITTECH5G;Aalto, Samuli;284735;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;Aalto University;Transmission Technologies for 5G (TT5G) / Consortium: TT5G;Tirkkonen, Olav;284725;27.01.2015;01.02.2015 - 31.12.2017;105.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;Tampere University of Technology -2018;Fundamentals of Ultra Dense 5G Networks with Application to Machine Type Communication / Consortium: FUN5GMTC;Valkama, Mikko;284694;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;Tampere University of Technology -2018;Innovation of Transmission Technologies towards 5G Networks / Consortium: ITTECH5G;Renfors, Markku;284724;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;Tampere University of Technology -2018;Transmission Technologies for 5G (TT5G) / Consortium: TT5G;Kucheryavy, Evgeny Andreevich;284737;27.01.2015;01.02.2015 - 31.12.2017;90.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;University of Jyväskylä;Software Defined Hyper Cellular Architecture for Green and Smart Service Provisioning in 5G Networks / Consortium: Hyper5G;Ristaniemi, Tapani;284748;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;University of Oulu;Fundamentals of Ultra Dense 5G Networks with Application to Machine Type Communication / Consortium: FUN5GMTC;Juntti, Markku;284653;27.01.2015;01.02.2015 - 31.12.2017;80.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;University of Oulu;Innovation of Transmission Technologies towards 5G Networks / Consortium: ITTECH5G;Tölli, Antti-Heikki;284727;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;University of Oulu;Software Defined Hyper Cellular Architecture for Green and Smart Service Provisioning in 5G Networks (HYPER5G) / Consortium: Hyper5G;Latva-aho, Matti;284704;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;VTT Technical Research Centre of Finland Ltd;Software Defined Hyper Cellular Architecture for Green and Smart Service Provisioning in 5G Networks (HYPER5G) / Consortium: Hyper5G;Chen, Tao;284706;27.01.2015;01.02.2015 - 31.12.2017;100.000
Joint projects: 5G networks (Academy of Finland and NSFC, China) LT;VTT Technical Research Centre of Finland Ltd;Transmission Technologies for 5G (TT5G) / Consortium: TT5G;Mämmelä, Aarne;284728;27.01.2015;01.02.2015 - 31.12.2017;105.000
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;Aalto University;CODSGI - Co-Design of Digital Storytelling System with Geographic Information: The Interplay Between Face-to-face and Mediated Communication in Urban Communities in Finland and Japan / Consortium: CODSGI;Kyttä, Marketta;278058;27.03.2014;01.09.2014 - 31.08.2016;166.818
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;University of Helsinki;GODSGI Co-Design of Digital Storytelling System with Geographic Information: The Interplay Between Face-to-face and Mediated Communication in Urban Communities in Finland and Japan / Consortium: CODSGI;Villi, Mikko O;277773;27.03.2014;01.09.2014 - 31.08.2016;95.846
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;University of Helsinki;Russia's final energy frontier - Sustainability challenges of the Russian Far North / Consortium: RUSENFRON;Tynkkynen, Veli-Pekka;277874;27.03.2014;01.09.2014 - 31.08.2016;190.000
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;University of Helsinki;The question of units in language and interaction / Consortium: Units;Laury, Ritva;275144;27.03.2014;01.09.2014 - 31.08.2016;207.163
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;University of Tampere -2018;Media events, circulation and emerging social media practices. Tracing the meaning of Fukushima (MECER);Kunelius, Risto;277465;27.03.2014;01.09.2014 - 31.08.2016;279.435
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;University of Turku;Russia's final energy frontier - Sustainability challenges of the Russian Far North / Consortium: RUSENFRON;Liuhto, Kari;277961;27.03.2014;01.09.2014 - 31.08.2016;92.430
Joint projects: Culture and society research (Academy of Finland and JSPS, Japan) KY;University of Turku;The question of units in language and interaction / Consortium: Units;Helasvuo, Marja-Liisa;276399;27.03.2014;01.09.2014 - 30.04.2017;138.824
Joint projects: Energy research (Academy of Finland and DST, India) LT;Aalto University;Novel Semiconductor Nanowire Photovoltaics;Lipsanen, Harri;284529;08.12.2014;01.01.2015 - 31.12.2017;380.301
Joint projects: Energy research (Academy of Finland and DST, India) LT;Finnish Meteorological Institute;Influence of Clouds and atmospheric Aerosols on Solar energy in India and Finland (ICASIF);Lihavainen, Heikki;284536;08.12.2014;01.01.2015 - 31.12.2017;549.507
Joint projects: Energy research (Academy of Finland and DST, India) LT;Lappeenranta-Lahti University of Technology LUT;Photovoltaic (PV) based grid-interactive and off-grid electricity system;Partanen, Jarmo;284546;08.12.2014;01.01.2015 - 31.12.2017;497.427
Joint projects: Geosciences (Academy of Finland and RFBR, Russia) BY;University of Helsinki;Carbon Cycle in Lake-Atmosphere Continuum: Observations and modelling (CarLAC);Vesala, Timo;281196;19.06.2014;01.09.2014 - 31.08.2017;349.139
Joint projects: Geosciences (Academy of Finland and RFBR, Russia) LT;Finnish Meteorological Institute;Atmosphere-hydrosphere interaction in the Baltic Basin and Arctic Seas (ABBA);Zilitinkevich, Sergej;280700;19.06.2014;01.09.2014 - 31.08.2017;373.825
Joint projects: Geosciences (Academy of Finland and RFBR, Russia) LT;Geological Survey of Finland;Climate - ice sheet - sea interactions – evolution of the Baltic Sea Basin over the past 60000 years (CISU);Kotilainen, Aarno;281143;19.06.2014;01.09.2014 - 31.08.2017;373.600
Joint projects: Geosciences (Academy of Finland and RFBR, Russia) LT;University of Helsinki;The role of fluids in the formation of rare-element deposits;Wagner, Thomas;280458;19.06.2014;01.09.2014 - 31.08.2017;319.497
Joint projects: Medical genomics research (Academy of Finland, JST and Tekes) LT;University of Helsinki;Privacy-preserving genomic data analysis for personalized medicine (PRIVAGEN);Honkela, Antti;278300;17.03.2014;01.09.2014 - 31.08.2017;357.256
Joint projects: Medical genomics research (Academy of Finland, JST and Tekes) TT;University of Helsinki;Genomics, bioinformatics and systems medicine to facilitate therapy of ovarian cancer / Consortium: Individualized Systems Medicine in OVCA;Aittokallio, Tero;279163;17.03.2014;01.09.2014 - 31.08.2017;92.215
Joint projects: Medical genomics research (Academy of Finland, JST and Tekes) TT;University of Helsinki;Genomics, bioinformatics and systems medicine to facilitate therapy of ovarian cancer / Consortium: Individualized Systems Medicine in OVCA;Kallioniemi, Olli;278741;17.03.2014;01.09.2014 - 31.08.2017;267.765
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;Tampere University of Technology -2018;Teaching and learning analysis using modern automatic speech recognition with smartphones / Consortium: SMART SPEECH;Virtanen, Tuomas;294233;16.11.2015;01.01.2016 - 31.12.2018;90.000
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Helsinki;Engaging Learning Practices in STEM: Research collaboration with Finland and Chile;Lavonen, Jari;294228;16.11.2015;01.01.2016 - 31.12.2018;340.367
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Jyväskylä;Enhancing learning and teaching for future competencies of online inquiry in multiple domains (iFuCO) / Consortium: iFuCo;Leppänen, Paavo;294197;16.11.2015;01.01.2016 - 31.12.2018;105.000
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Jyväskylä;Teaching and learning analysis using modern automatic speech recognition with smartphones, SMART SPEECH / Consortium: SMART SPEECH;Viiri, Jouni;294218;16.11.2015;01.01.2016 - 31.12.2018;90.000
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Tampere -2018;Enhancing learning and teaching for future competences of online inquiry in multiple domains (iFuCo) / Consortium: iFuCo;Sormunen, Eero;294186;16.11.2015;01.01.2016 - 31.12.2018;105.000
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Turku;Enhancing learning and teaching for future competences of online inquiry in multiple domains (iFuCo) / Consortium: iFuCo;Mikkilä-Erdmann, Mirjamaija;294184;16.11.2015;01.01.2016 - 31.12.2018;105.000
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Turku;Enhancing learning and teaching future competences of online inquiry in multiple domains (iFuCo) / Consortium: iFuCo;Vauras, Marja;294163;16.11.2015;01.01.2016 - 31.12.2018;40.000
Joint projects: New Learning Environments and Technologies (Academy of Finland and CONICYT, Chile) KY;University of Turku;KiVa anti-bullying program in Chile: Evaluation of effectiveness with and without the digital game component;Salmivalli, Christina;294199;16.11.2015;01.01.2016 - 31.12.2018;120.000
Martti Ahtisaari Academy Professorship KY;University of Helsinki;Towards an Ethics of Global Governance;Klabbers, Jan;265181;07.11.2012;01.07.2013 - 30.06.2018;732.920
Mineral Resources and Material Substitution 2014 LT;Aalto University;New laser and spectral field methods for in situ mining and raw material investigations / Consortium: Laserinsitu;Leveinen, Jussi;292533;17.06.2015;01.09.2015 - 31.08.2019;313.323
Mineral Resources and Material Substitution 2014 LT;Aalto University;Sustainable platinum group metal free catalyst materials / Consortium: SUPER;Kallio, Tanja;292554;17.06.2015;01.09.2015 - 31.08.2019;361.073
Mineral Resources and Material Substitution 2014 LT;Aalto University;Sustainable platinum group metal free catalyst materials / Consortium: SUPER;Kauppinen, Esko;292600;17.06.2015;01.09.2015 - 31.08.2019;314.935
Mineral Resources and Material Substitution 2014 LT;Aalto University;Thermoelectric Materials based on Earth-Abundant Oxides (TEOX);Karppinen, Maarit;292431;17.06.2015;01.09.2015 - 31.08.2019;550.035
Mineral Resources and Material Substitution 2014 LT;Finnish Geospatial Research Institute (FGI) in the National Land Survey of Finland;New laser and spectral field methods for in situ mining and raw material investigations / Consortium: Laserinsitu;Hyyppä, Juha;292648;17.06.2015;01.09.2015 - 31.08.2019;312.908
Mineral Resources and Material Substitution 2014 LT;Geological Survey of Finland;Advanced technologies for sustainable exploitation of uranium-bearing mineral resources / Consortium: SEXUM;Neitola, Raisa;292599;17.06.2015;01.09.2015 - 31.08.2019;313.654
Mineral Resources and Material Substitution 2014 LT;Geological Survey of Finland;High-performance geoscientific computing in multi-scale mineral potential studies / Consortium: GECCO;Laine, Eevaliisa;292569;17.06.2015;01.09.2015 - 31.08.2019;355.542
Mineral Resources and Material Substitution 2014 LT;Geological Survey of Finland;Novel synthesis methods for advanced porous ceramics from mine tailings / Consortium: Ceratail;Räisänen, Marja Liisa;292570;17.06.2015;01.09.2015 - 31.08.2019;194.055
Mineral Resources and Material Substitution 2014 LT;Lappeenranta-Lahti University of Technology LUT;Development of novel electrodeionization system for recovery and recycling precious metals and rare earth elements from mining effluents;Sillanpää, Mika;292542;17.06.2015;01.09.2015 - 31.08.2019;502.741
Mineral Resources and Material Substitution 2014 LT;Tampere University;Advanced technologies for sustainable exploitation of uranium-bearing mineral resources / Consortium: SEXUM;Lakaniemi, Aino-Maija;326471;17.06.2015;01.01.2019 - 31.08.2019;52.520
Mineral Resources and Material Substitution 2014 LT;Tampere University;Novel synthesis methods for advanced porous ceramics from mine tailings / Consortium: Ceratail;Levänen, Erkki;326470;17.06.2015;01.01.2019 - 31.08.2019;26.519
Mineral Resources and Material Substitution 2014 LT;Tampere University of Technology -2018;Advanced technologies for sustainable exploitation of uranium-bearing mineral resources / Consortium: SEXUM;Lakaniemi, Aino-Maija;292639;17.06.2015;01.09.2015 - 31.08.2019;236.005
Mineral Resources and Material Substitution 2014 LT;Tampere University of Technology -2018;Novel synthesis methods for advanced porous ceramics from mine tailings / Consortium: Ceratail;Levänen, Erkki;292564;17.06.2015;01.09.2015 - 31.08.2019;258.682
Mineral Resources and Material Substitution 2014 LT;University of Eastern Finland;Advanced technologies for sustainable exploitation of uranium-bearing mineral resources / Consortium: SEXUM;Vepsäläinen, Jouko;292574;17.06.2015;01.09.2015 - 31.08.2019;313.662
Mineral Resources and Material Substitution 2014 LT;University of Jyväskylä;New laser and spectral field methods for in situ mining and raw material investigations / Consortium: Laserinsitu;Kaski, Saara;292558;17.06.2015;01.09.2015 - 31.08.2019;218.613
Mineral Resources and Material Substitution 2014 LT;University of Oulu;New laser and spectral field methods for in situ mining and raw material investigations / Consortium: Laserinsitu;Kostamovaara, Juha;292609;17.06.2015;01.09.2015 - 31.08.2019;151.970
Mineral Resources and Material Substitution 2014 LT;University of Oulu;Novel synthesis methods for porous ceramics from mine tailings / Consortium: Ceratail;Niinimäki, Jouko;292526;17.06.2015;01.09.2015 - 31.08.2019;323.424
Mineral Resources and Material Substitution 2014 LT;VTT Technical Research Centre of Finland Ltd;Novel synthesis methods for advanced porous ceramics from mine tailings / Consortium: Ceratail;Kivikytö-Reponen, Päivi;292563;17.06.2015;01.09.2015 - 31.08.2019;258.683
Mineral Resources and Material Substitution 2014 LT;Åbo Akademi University;High-performance geoscientific computing in multi-scale mineral potential studies / Consortium: GECCO;Westerholm, Jan;292481;17.06.2015;01.09.2015 - 31.08.2019;382.303
Minna Canth Academy Professorship KY;University of Turku;Actors, Structures and Law;Niemi, Johanna;281788;13.08.2014;01.01.2015 - 31.12.2019;781.195
Mobility from Finland BY;Finnish Environment Institute;Finnish-Japanese cooperation on DOM dynimics (special session in ASLO conference and advanced chemical characterization);Kortelainen, Pirkko;260275;25.01.2012;25.01.2012 - 25.01.2013;3.000
Mobility from Finland BY;Finnish Forest Research Institute;Adaptation of boreal forest management to the changing climate: modelling dynamics of forest stand and soil development;Linkosalo, Tapio;260680;26.01.2012;26.01.2012 - 31.12.2013;4.956
Mobility from Finland BY;Finnish Forest Research Institute;Adaptation of boreal forest management to the changing climate: modelling dynamics of forest stand and soil development;Mäkipää, Raisa;257865;26.01.2012;26.01.2012 - 31.12.2013;8.290
Mobility from Finland BY;Finnish Forest Research Institute;Adaptation of boreal forest management to the changing climate: modelling dynamics of forest stand and soil development;Peltoniemi, Mikko;260590;26.01.2012;26.01.2012 - 31.12.2013;4.978
Mobility from Finland BY;Finnish Red Cross;Microbes and blood group;Mäkivuokko, Harri;257717;25.01.2012;25.01.2012 - 25.01.2013;2.500
