document_id,titel,rm,doktyp,departement,utskott,dokdelar
h3035_1406,Genomförande av krishanteringsdirektivet,2015/16,prop,Finansdepartementet,FiU,"ska framgå av beslutet om överföring. Det beslutet ska även innehålla uppgift om under vilken tid återföring får ske. 6 § Den som har fått ersättning vid en överföring ska betala tillbaka ersättningen om en återföring ska ske. Den som är mottagare vid en återföring är skyldig att ta emot de tillgångar, rättigheter och förpliktelser som förs tillbaka. Rätt till de tillgångar, rättigheter och förpliktelser som överförs 7 § Vid en överföring förlorar ägarna till företaget under resolution eller broinstitutet och dess borgenärer rätten till de överförda tillgångarna, rättigheterna och förpliktelserna. 8 § Skyldigheter eller ansvarsförbindelser hänförliga till de tillgångar, rättigheter eller förpliktelser som överförs ska inte gälla mot tillgångsförvaltningsbolaget om detta särskilt beslutas av resolutionsmyndigheten. Det som sägs i första stycket gäller inte beträffande sådana säkerhetsrätter som avses i 24 kap. 4 §. Ägares och borgenärers rätt till ersättning enligt denna lag utgör inte en sådan skyldighet eller ansvarsförbindelse som avses i första stycket. Tillgångsförvaltningsbolagets rättsliga ställning efter en överföring 9 § Vid en överföring ska de rättigheter och förpliktelser som omfattas av överföringen övertas av tillgångsförvaltningsbolaget. Tillgångsförvaltningsbolaget ska ersätta företaget under resolution eller broinstitutet som part i de avtal som berörs. Samarbetsskyldighet 10 § Resolutionsmyndigheten får förelägga företaget under resolution eller broinstitutet och tillgångsförvaltningsbolaget att bistå varandra med särskilt angivna informations- och understödsåtgärder. Villkor och ersättning 11 § En överföring ska ske på affärsmässiga villkor. Vid bedömningen av vad som utgör affärsmässiga villkor ska den värdering som gjorts enligt 7 kap. 1 § beaktas. 12 § Den ersättning som betalas av ett tillgångsförvaltningsbolag vid en överföring ska tillfalla det företag under resolution eller det broinstitut från vilket överföringen skedde. Från den ersättning som avses i första stycket får resolutionsmyndigheten, för sin egen eller för resolutionsreservens räkning, göra avdrag för kostnader som uppstått i samband med användning av avskiljandeverktyget. Definition av tillgångsförvaltningsbolag 13 § Med ett tillgångsförvaltningsbolag avses ett aktiebolag som 1.ägs helt eller delvis av staten, 2.har bildats för att ta emot tillgångar, rättigheter eller förpliktelser från ett eller flera företag under resolution eller broinstitut, och 3.avser att förvalta de tillgångar, rättigheter och förpliktelser som överförts till det i syfte att maximera dessas värden vid en framtida försäljning eller avveckling. Resolutionsmyndighetens kontroll 14 § Resolutionsmyndigheten ska företräda aktierna vid bolagsstämman i tillgångsförvaltningsbolaget. Styrning av tillgångsförvaltningsbolaget 15 § Resolutionsmyndigheten ska 1.godkänna den verkställande"
h90361_110,Nytt punktskattedirektiv och vissa andra ändringar,2021/22,prop,Finansdepartementet,SkU,"följer med dem eller för mässar och marketenterier, eller –väpnade styrkor som tillhör ett annat land än det dit varorna flyttas och som är part i Nordatlantiska fördraget, för styrkornas eget bruk, för civilpersonal som följer med dem eller för mässar och marketenterier, 2.från platsen för import till någon av de destinationer som avses i 1, om varorna avsänds av en registrerad avsändare. 1 Senaste lydelse 2011:285. Prop. 2021/22:61 Första stycket 1 d gäller endast i Första stycket 1 d gäller om den omfattning frihet från varorna flyttas till en plats i ett tobaksskatt gäller i det andra EU- annat EU-land och endast i den landet omfattning frihet rån tobaksskatt gäller i det andra EU-landet. Varor får även flyttas under uppskovsförfarande från ett skatteupplag eller platsen för import till en annan plats än den plats som avses i första stycket 1 a eller b (direkt leveransplats), om denna plats i förväg har anmälts till den behöriga myndigheten av den mottagande upplagshavaren eller den registrerade varumottagaren. Varor får även flyttas under uppskovsförfarande från 1.ett skatteupplag eller platsen för import i ett annat EU-land till ett fartyg eller luftfartyg i Sverige, eller 2.ett skatteupplag eller platsen för import i Sverige till ett fartyg eller luftfartyg i ett annat EU-land. Fjärde stycket gäller endast om varorna enligt lagen (1999:446) om proviantering av fartyg och luftfartyg eller nationell lagstiftning i det EU- land där varorna tas emot, får tas emot för skattebefriad förbrukning eller försäljning ombord på fartyget eller luftfartyget. 31 d §2 Beskattningsmyndigheten medger efter ansökan återbetalning av tobaksskatt på varor som har förvärvats av 1.utländsk beskickning, karriärkonsulat i Sverige eller sådan internationell organisation, som avses i lagen (1976:661) om immunitet och privilegier i vissa fall, 2. medlem av den diplomatiska 2. medlem av den diplomatiska personalen vid utländska beskickpersonalen vid utländska beskickningar i Sverige och karriärkonsul ningar i Sverige och karriärkonsul vid utländska konsulat i Sverige, vid utländska konsulat i Sverige, under förutsättning att denne inte är under förutsättning att denne inte är svensk medborgare eller stadigsvensk medborgare eller stadigvarande bosatt i Sverige. varande bosatt i Sverige, eller 3. väpnade styrkor som tillhör ett annat EU-land, för styrkornas eget bruk, för civilpersonal som följer med dem eller för mässar och marketenterier, om dessa styrkor deltar i en försvarsinsats för att genomföra en unionsverksamhet inom ramen för"
h4b319_486,Barnkonventionen blir svensk lag,2016,sou,,,"2.Konventionsstaterna åtar sig att tillförsäkra barnet sådant skydd och sådan omvårdnad som behövs för dess välfärd, med hänsyn tagen till de rättigheter och skyldigheter som tillkommer dess föräldrar, vårdnadshavare eller andra personer som har lagligt Bilaga 4 SOU 2016:19 end, shall take all appropriate legislative and administrative measures. 3. States Parties shall ensure that the institutions, services and facilities responsible for the care or protection of children shall conform with the standards established by competent authorities, particularly in the areas of safety, health, in the number and suitability of their staff, as well as competent supervision. les mesures législatives et administratives appropriées. 3.Les Etats parties veillent àce que le fonctionnement des institutions, services et établissements qui ont la charge des enfants et assurent leur protection soit conforme aux normes fixées par les autorités compétentes, particulièrement dans le domaine de la sécurité et de la santé et en ce qui concerne le nombre et la compétence de leur personnel ainsi que l’existence d’un contrôle approprié. ansvar för barnet, och skall för detta ändamål vidta alla lämpliga lagstiftnings- och administrativa åtgärder. 3. Konventionsstaterna skall säkerställa att institutioner, tjänster och inrättningar som ansvarar för vård eller skydd av barn uppfyller av behöriga myndigheter fastställda normer, särskilt vad gäller säkerhet, hälsa, personalens antal och lämplighet samt behörig tillsyn Article 4 tates Parties shall undertake all appropriate legislative, administrative, and other measures for the implementation of the rights recognized in the present Convention. With regard to economic, social and cultural rights, States Parties shall undertake such measures to the maximum extent of their available resources and, where needed, within the framework of international cooperation Article 5 tates Parties shall respect the responsibilities, rights and duties of parents or, where applicable, the members of the extended family or community as provided for by local custom, legal guardians or other persons legally responsible for the child, to provide, Article 4 Les Etats parties s’engagent à prendre toutes les mesures législatives, administratives et autres qui sont nécessaires pour mettre en oeuvre les droits reconnus dans la présente Convention. Dans le cas des droits économiques, sociaux et culturels, ils prennent ces mesures dans toutes les limites des ressources dont ils disposent et, s’il y a lieu, dans le cadre de la coopération internationale Article 5 es Etats parties respectent la responsabilité, le droit"
hab347_62,De regionala skyddsombudens roll i arbetsmiljöarbetet,2022,sou,,,"säkerhet (HAS), där representanter från de centrala parterna inom handelsbranschen samverkar. –Lantbrukets arbetsmiljökommitté (LAMK). –Industrins partsgemensamma arbetsmiljögrupp (IPA-gruppen), som bildades 2016 och förutom löpande samverkan och utveckling inom arbetsmiljöområdet får olika uppdrag i samband med exempelvis avtalsförhandlingar. –Skogsbrukets yrkesnämnd (SYN) med arbetsmiljö på agendan och som uppdrag. –BAR (inom besöksnäringen). –Trä- och möbelbranschens arbetsmiljöråd (TMA), bestående av Trä- och Möbelföretagen, GS, facket för Skogs, Trä- och Grafisk bransch, Unionen, Sveriges Ingenjörer och Ledarna. –Grafiska miljörådet (GMR), där Grafiska Företagen, GS, facket för Skogs, Trä- och Grafisk bransch, Unionen, Sveriges Ingenjörer och Ledarna ingår. –Inom massa- och pappersindustrin finns Sirius – parternas gemensamma forum för samverkan inom massa- och pappersindustrin. På central nivå leds Sirius av en partsgemensam styrelse. DessSvenskt Näringsliv (2022), Partsgrupper m.m. arbetsmiljö. Dnr komm2021/00951/A 2021 Arbetsmiljöarbetet på den svenska arbetsmarknaden OU 2022:47 utom finns fasta arbetsgrupper inom arbetsmiljö och kompetens. Lokalt motsvaras Sirius ofta av brukets samverkansgrupp. –GRAMKO (Gruv- och mineralbranschens arbetsmiljökommitté), där Industriarbetsgivarna, Industrifacket Metall och Unionen ingår. Därutöver finns ett stort antal partsgemensamma samarbeten av mer tillfällig karaktär som tillsätts till exempel efter en avtalsrörelse och som ska fokusera en specifik aktuell arbetsmiljöfråga. Ett sådant exempel är ”Vågrätt” inom sjöfarten. Vågrätt är ett samverkansprojekt om kränkande särbehandling och sexuella trakasserier där myndigheter, arbetsgivarorganisationer (Almega Tjänsteföretagen, Transportföretagen), fackliga organisationer, branschorganisationer, andra organisationer samt högskolor och företag arbetar tillsammans.26 4.5Skyddsombud har en viktig roll i arbetsmiljöarbetet 4.5.1Skyddsombuden företräder arbetstagarna i arbetsmiljöarbetet I 6 kap. arbetsmiljölagen finns bestämmelserna om skyddsombud.27 Enligt 6 kap. 4 § första stycket ska skyddsombud företräda arbetstagarna i arbetsmiljöfrågor. I 6 kap. 2 § arbetsmiljölagen regleras bland annat när skyddsombud utses, var de ska utses samt vilka som utser skyddsombud: På ett arbetsställe, där minst fem arbetstagare regelbundet sysselsätts, ska det bland arbetstagarna utses ett eller flera skyddsombud (arbetsmiljöombud). Skyddsombud ska utses även på ett annat arbetsställe, om arbetsförhållandena kräver det. För skyddsombud bör ersättare utses. Skyddsombud utses av en lokal arbetstagarorganisation som är eller brukar vara bunden av kollektivavtal i förhållande till arbetsgivaren. Finns det inte någon sådan organisation, utses skyddsombud av arbetstagarna. Huvudregeln är att skyddsombud ska utses vid alla arbetsställen där minst fem arbetstagare sysselsätts regelbundet. Även på arbetsställen med ett mindre antal arbetstagare ska skyddsombud tillsättas om 26Svenskt Näringsliv (2022) Partsgrupper m.m. arbetsmiljö. Dnr komm2021/00951/A 2021. 27Sedan 2010 finns stöd i lagen att använda begreppet"
h503146_22,Politiken för global utveckling i genomförandet av Agenda 2030,2017/18,prop,Utrikesdepartementet,UU,"Könsrelaterat våld, vilket innefattar våld i nära relationer, sexuellt våld, människohandel för sexuella ändamål samt skadliga sedvänjor som barn- och tvångsäktenskap, hedersrelaterat våld och förtryck och kvinnlig könsstympning, är ett globalt problem och ett allvarligt hinder för kvinnors och flickors åtnjutande av mänskliga rättigheter. En global uppskattning är att en tredjedel av alla kvinnor utsätts för våld under sin livstid. Många länder har idag lagar mot könsrelaterat våld, men efterlevnaden brister, ofta med straffrihet som följd. I inledningen av konflikt och i konflikt och postkonfliktsituationer ökar förekomsten av könsrelaterat våld och kvinnor och flickor är särskilt utsatta. Forskning visar att jämställda samhällen är mer fredliga och det finns tydliga indikationer på att fredsprocesser blir mer hållbara när både kvinnor och män deltar i dem. Mödradödligheten har nästan halverats sedan 1990 men är fortfarande oacceptabelt hög. Varje dag dör hundratals kvinnor och flickor av graviditets- eller förlossningsrelaterade komplikationer. Olagliga och osäkra aborter leder till svårt lidande och dödsfall. Kvinnors och flickors brist på tillgång till sexuell och reproduktiv hälsa och rättigheter utgör allvarliga hinder för deras åtnjutande av de mänskliga rättigheterna och begränsar kvinnors och flickors egenmakt. Kvinnors och flickors bristande tillgång till ekonomisk och politisk makt och inflytande är en fortsatt stor utmaning och diskriminerande lagstiftning är vanligt förekommande i flera länder. Brist på ekonomiska rättigheter och resurser, inte minst vad gäller ägande och arvsrätt, begränsar utvecklingen. Kvinnor utgör nästan hälften av världens lantbruksarbetare, ändå saknar de ofta laglig rätt till marken de brukar. Könsskillnader vad gäller sysselsättning kvarstår och det råder en överrepresentation av kvinnor i den informella sektorn. Kvinnors och flickors ansvar för det obetalda hushålls- och omsorgsarbetet begränsar möjligheter till utbildning, formellt arbete och att delta i alla sfärer av samhällslivet. Strukturellt ojämlika maktrelationer, patriarkala strukturer och destruktiva sociala normer och attityder om kvinnors och flickors, mäns och pojkars roll och ställning hindrar jämställdhet och motverkar en hållbar utveckling. Män och pojkars engagemang är en förutsättning för en förändring av sociala normer och för en ökad jämställdhet. Arbetet med jämställdhet och en feministisk utrikespolitik kräver en samordning med flera aktörer, ett integrerat arbetssätt och samstämmiga åtgärder inom alla politikområden Regeringens arbete om första land i världen bedriver Sverige en feministisk utrikespolitik. Den feministiska utrikespolitiken är en agenda för förändring som syftar till att stärka alla kvinnors och flickors rättigheter, representation och"
h4b382_39,En översyn av lagstiftningen om företagsbot,2016,sou,,,"stiftelse är en juridisk person. En stiftelse bildas genom att egendom enligt förordnande av en eller flera stiftare avskiljs för att varaktigt förvaltas som en självständig förmögenhet för ett bestämt ändamål. Den får karaktären av juridisk person i samma ögonblick som den bildas. Särskilda regler gäller för särskilda slag av stiftelser, SOU 2016:82 Juridiska personer m.m. t.ex. insamlingsstiftelser. Bestämmelser om stiftelser finns i stiftelselagen (1994:1220). En stiftelse som bedriver näringsverksamhet kan åläggas företagsbot 3.5Offentliga organ taten Också staten är en juridisk person och kan på samma sätt som fysiska personer ha tillgångar och skulder samt uppträda som part inför domstolar och andra myndigheter. Staten uppträder vanligen genom olika statliga myndigheter. De olika myndigheterna utgör emellertid inte självständiga rättssubjekt och kan därför i princip inte föra talan mot varandra. I bestämmelserna om företagsbot och förarbetena till dessa anges inte om åklagare, trots detta, kan föra talan om företagsbot mot staten.1 Eftersom förarbetena synes förutsätta att även staten kan åläggas företagsbot för brott som har begåtts inom ramen för ett statligt affärsverks verksamhet får det dock antas att en sådan talan kan föras.2 Det får antas att talan då ska föras av åklagare, medan staten som svarande ska företrädas av Justitiekanslern. Det torde vara staten som sådan och inte den enskilda myndigheten som, vid bifall till talan, ska åläggas att betala företagsboten Kommuner och landsting ffentlig verksamhet utövas i betydande utsträckning inom ramen för kommuner och landsting/regioner. Varje kommun och landsting/region utgör en egen juridisk person. Dessa kan alltså ha tillgångar och skulder samt föra talan inför domstolar och andra myndigheter. När det förs en talan om företagsbot mot en kommun eller ett landsting, är det därför kommunen eller landstinget som är skyldigt att betala eventuell företagsbot. 1Jfr prop. 1985/86:23. 2Se prop. 1985/86:23 s. 26 f. Juridiska personer m.m SOU 2016:82 tatliga och kommunala bolag m.m. Det är inte ovanligt att staten, kommuner eller landsting bedriver verksamhet genom en annan juridisk person, t.ex. ett aktiebolag. Sådana juridiska personer har i civilrättsligt och straffrättsligt hänseende inte någon särställning i förhållande till juridiska personer som ägs och kontrolleras av privatpersoner. Därmed ska en talan om företagsbot föras mot bolaget som sådant och inte mot staten, kommunen eller landstinget 3.6Dödsbon tt dödsbo kan beskrivas som en förmögenhetsmassa, motsvarande kvarlåtenskapen – tillgångar och skulder – efter en avliden person. Dödsboet"
h903172_124,Nya regler om informationsutbyte om brottmålsdomar i EU,2021/22,prop,Justitiedepartementet,JuU,"de mål som sattes upp och inverkan på de grundläggande rättigheterna. Rapporten ska också innehålla en bedömning av huruvida de förutsättningar som ligger till grund för att driva EcrisTCN fortfarande gäller, av huruvida det är lämpligt att använda biometriska uppgifter för EcrisTCN liksom av säkerheten i EcrisTCN och eventuella säkerhetskonsekvenser för framtida drift. Utvärderingen ska innefatta eventuella nödvändiga rekommendationer. Kommissionen ska överlämna rapporten till Europaparlamentet, rådet, Europeiska datatillsynsmannen och Europeiska unionens byrå för grundläggande rättigheter. Prop. 2021/22:172 Bilaga 1 L 135/22 SV Europeiska unionens officiella tidning 22.5.2019 10.Dessutom ska den första övergripande utvärderingen enligt punkt 9 innefatta en bedömning av följande: a)I vilken utsträckning, på grundval av relevanta statistiska uppgifter och ytterligare information från medlemsstaterna, inkluderingen av identitetsuppgifter i EcrisTCN för unionsmedborgare som också är medborgare i ett tredjeland har bidragit till uppnåendet av målen i denna förordning. b)Möjligheten, för vissa medlemsstater, att fortsätta att använda den nationella programvaran för genomförande av Ecris enligt artikel 4. c)Införandet av uppgifter om fingeravtryck i EcrisTCN, särskilt tillämpningen av de minimikriterier som avses i artikel 5.1 b ii. d)Ecris och EcrisTCN:s inverkan på skyddet av personuppgifter. Bedömningen kan vid behov åtföljas av lagstiftningsförslag. Efterföljande övergripande utvärderingar får inbegripa en bedömning av någon eller alla dessa aspekter. 11.Medlemsstaterna, Eurojust, Europol och Europeiska åklagarmyndigheten ska ge EU-Lisa och kommissionen den information som är nödvändig för att utarbeta de rapporter som avses i punkterna 3, 8 och 9 i enlighet med de kvantitativa indikatorer som fastställts på förhand av kommissionen eller EU-Lisa eller båda två. Denna information får inte äventyra arbetsmetoder eller innehålla uppgifter som röjer källor, personal eller utredningar. 12.I förekommande fall ska tillsynsmyndigheterna ge EU-Lisa och kommissionen den information som de behöver för att kunna utarbeta de rapporter som avses i punkt 9 i enlighet med de kvantitativa indikatorer som fastställts på förhand av kommissionen eller EU-Lisa eller båda två. Denna information får inte äventyra arbetsmetoder eller innehålla uppgifter som röjer källor, personal eller utredningar. 13. EU-Lisa ska ge kommissionen den information som är nödvändig för att ta fram de övergripande utvärderingar som avses i punkt 9 Artikel 37 tövande av delegeringen 1.Befogenheten att anta delegerade akter ges till kommissionen med förbehåll för de villkor som anges i denna artikel. 2.Den befogenhet att anta delegerade akter som avses i artikel 6.2 ska ges till kommissionen tills vidare från"
h403144_30,Tillsyn och kontroll på hälso- och miljöområdet inom försvaret,2016/17,prop,Försvarsdepartementet,FöU,"fall tillsynen och kontrollen skulle samlas hos de centrala statliga verken synes denna hantering dock kunna bli något mindre resurskrävande. Dock kommer samhällskostnaderna att öka oavsett vilket alternativ som väljs. Regeringen anser, liksom utredningen, att de skäl som låg bakom bildandet av generalläkarfunktionen alltjämt är aktuella och att de väger tyngre än de skäl som talar för ett överflyttande av generalläkarens tillsyn och kontroll till de civila tillsynsmyndigheterna. Bland annat utgör Försvarsmaktens särart och sekretessbehov mycket goda skäl mot att föra över tillsynen. Det behov som skulle uppstå av att ha en separat kontrollfunktion för verksamheten utomlands eller i krigstid samt för objekt som inte är fasta talar också emot en sådan lösning. Därutöver skulle det vara ineffektivt att splittra dagens väl fungerande tillsyn till ett flertal olika tillsynsmyndigheter. En sådan lösning skulle, med hänsyn till den riskbaserade metod som tillämpas vid offentlig kontroll, riskera att medföra att kontrollen utövas i mindre omfattning än idag – eller inte alls – vilket inte är önskvärt. Det är heller inte aktuellt att bilda en ny myndighet för tillsynen inom försvaret. Tillsynsfunktionen bör således finnas kvar inom Försvarsmakten. Majoriteten av remissinstanserna, däribland Försvarsmakten, instämmer i denna slutsats, och generalläkaren har heller inte någon invändning mot bedömningen. De uppgifter generalläkaren har idag bör ligga kvar hos tillsynsfunktionen. Som utredningen och flera remissinstanser påtalar är det dock angeläget att åtgärder vidtas för att förstärka tillsynsfunktionens självständighet. Huvuddelen av utredningens förslag till hur det ska åstadkommas utgörs av förslag till ändringar på förordningsnivå och kommer därför att övervägas i särskild ordning. I det följande behandlas de av utredningens förslag som föranleder lagändringar 6 illsynsfunktionens benämning ska ändras till försvarsinspektören för hälsa och miljö Regeringens förslag: Tillsynsfunktionens benämning ska vara försvarsinspektören för hälsa och miljö i stället för generalläkaren. Namnbytet medför att vissa lagar behöver ändras. Utredningens förslag överensstämmer med regeringens förslag. Remissinstanserna: Försvarsmakten, Folkhälsomyndigheten, Statskontoret och Kemikalieinspektionen tillstyrker utredningens förslag. Generalläkaren har ingen invändning mot förslaget, men anser att Försvarsmakten bör åläggas att avvakta en tid med att använda titeln 32 generalläkare, förslagsvis ett par år, för att initialt undvika sammanblandning. Försvarets materielverk, Länsstyrelsen i Stockholms län, LänsProp. 2016/17:144 styrelsen i Västra Götalands län, Sveriges Kommuner och Landsting, Bodens kommun, Linköpings kommun, Umeå kommun, Uppsala kommun och Sveriges läkarförbund är positiva till förslaget eller har inga invändningar mot det. Eksjö"
h203120_97,Ett gemensamt europeiskt järnvägsområde,2014/15,prop,Näringsdepartementet,TU,"verksamhetsplanen i fråga om villkoren för tillträde och användning, samt arten, tillhandahållandet och utvecklingen av infrastrukturen innan planen fastställs av infrastrukturförvaltaren. Verksamhetsplanen ska korrespondera till den indikativa strategin, vilket torde innebära att den i likhet med denna ska sträcka sig över en period om minst fem år, och bör således vara av en mer övergripande karaktär. En sådan plan bör revideras vid behov, t.ex. efter det att regeringen fastställt en ny nationell plan. Bedömningen görs att kravet på infrastrukturförvaltare att upprätta och anta en verksamhetsplan bör införlivas i svensk rätt genom järnvägslagen (6 kap. 1 a §). Som Utredningen om järnvägens organisation konstaterar är artikel 8 i SERA-direktivet inte helt tydlig i fråga om vilka krav som ställs på innehållet i och framtagandet av en verksamhetsplan, eller vilka infrastrukturförvaltare som ska omfattas av regleringen. Den rimligaste tolkningen utifrån innehållet i hela artikel 8 innebär dock att de infrastrukturförvaltare som får anses omfattas av kravet är sådana som mottar offentliga medel i verksamheten. Av paragrafen bör därför, till skillnad från förslaget i promemorian, framgå att bestämmelsen riktas till infrastrukturförvaltare som helt eller delvis finansieras av allmänna medel. Det behöver dock inte vara fråga om direkta anslag, utan det kan även avse statliga garantier eller dylikt. Det skulle också kunna avse kommunala medel. En indikation om vilka infrastrukturförvaltare som avses i direktivet ges genom bestämmelsen om vilka infrastrukturförvaltare som, med godkännande från EU-kommissionen, kan undantas från kravet på att upprätta en verksamhetsplan (jfr artikel 2.4 i SERA-direktivet). Det gäller förvaltare av lokal och regional infrastruktur som saknar strategisk betydelse för järnvägsmarknadens funktion. Mot bakgrund härav, och även om regleringen av verksamhetsplaner i stora delar hör ihop med regleringen om indikativ strategi och incitamentsavtal, skulle de infrastrukturförvaltare som träffas av kravet på att upprätta en verksamhetsplan kunna vara fler än de som bedömts omfattas av kraven rörande strategier och avtal. Bedömningen görs dock att, om undantagsmöjligheterna utnyttjas fullt ut, återstår kravet i huvudsak endast beträffande Trafikverkets nät, Inlandsbanan, Arlandabanan och Öresundsbron. Både vad gäller vilka infrastrukturförvaltare som ska träffas av kravet och i övrigt, bör regleringen preciseras på lägre föreskriftsnivå än lag. I 6 kap. 25 § järnvägslagen föreslås ett bemyndigande att meddela föreskrifter om verksamhetsplaner. I sådana föreskrifter kan, utöver annat, Prop. 2014/15:120 Prop. 2014/15:120 föreskrivas när en verksamhetsplan senast ska vara upprättad och antagen samt"
h80351_203,Konkurrensverkets befogenheter,2020/21,prop,Näringsdepartementet,NU,"av motsvarande slag. I enlighet med artikel 27.8 första stycket bör kostnaderna dras av från det belopp som drivits in. Föreskrifterna bör meddelas i lag. Bestämmelsen i artikel 27.8 första stycket sista meningen om att få återkräva kostnader rör främst förhållandet mellan den sökande och den anmodade myndigheten och kräver inte någon reglering i lag. Även beträffande företrädesordningen mellan kostnaderna och den sökande medlemsstatens fordran är det de nationella bestämmelserna som ska tillämpas. Belopp som motsvarar kostnaderna ska redovisas mot inkomsttitel på statsbudgeten på samma sätt som influtna avgifter i andra utsökningsmål. I artikel 27.8 andra och tredje styckena i direktivet finns bestämmelser om vilken valuta som fordringarna ska drivas in i och efter vilken växelkurs eventuell omräkning ska ske. Innebörden av bestämmelserna är att den anmodade myndigheten i förekommande fall ska räkna om fordringsbeloppet till sin egen medlemsstats valuta innan någon indrivningsåtgärd vidtas. Omräkningen ska göras enligt den växelkurs som gällde vid det datum som avgiften eller vitet beslutades. I avsaknad av närmare bestämmelser får det antas att myndigheterna kan använda den växelkurs som Europeiska centralbanken publicerat för det aktuella datumet, vilket är dagen för det slutliga avgörandet (jfr artikel 26.3). Växelkurserna offentliggörs i Europeiska unionens officiella tidning (EUT). Bestämmelserna om valuta och växlingskurs får direkt betydelse för gäldenären, bl.a. om det inträffar förändringar i växelkursen under förfarandet. Föreskrifterna bör därför meddelas i lag. I likhet med det som föreskrivs i lagen om bistånd med indrivning av skatter och avgifter inom Europeiska unionen bör det i den nya lagen anges att ett belopp som har drivits in ska överföras till den medlemsstat som har begärt bistånd. 13.4Tvister som rör begäran om delgivning och indrivning 13.4.1Artikel 28 om tvister som rör begäran om delgivning och verkställighet Artikel 28 i direktivet innehåller två punkter. Av den första punkten följer att lagenligheten av den handling som ska delges eller ligga till grund för indrivning och lagenligheten i det enhetliga dokumentet som medger att Prop. 2020/21:51 åtgärderna vidtas ska prövas i den ansökande myndighetens medlemsstat och omfattas av den nationella rätten i den staten. Tvister som rör verkställighets- och delgivningsåtgärder som vidtagits i den anmodade myndighetens medlemsstat ska enligt den andra punkten prövas och omfattas av rätten i den staten. 13.4.2Inga åtgärder behöver vidtas Regeringens bedömning: Några lagstiftningsåtgärder behöver inte vidtas för att genomföra artikel 28 i"
h8b377_211,Ökat skydd och stärkt reglering på den omreglerade spelmarknaden ,2020,sou,,,"följa utvecklingen på spelmarknaden Folkhälsa. I uppdraget anges att resultatet av uppdraget ska användas för ett eventuellt beslut om att Folkhälsomyndigheten ska omfattas av den officiella statistiken. Uppdraget ska redovisas till regeringen senast den 7 januari 2021. 13.5Överväganden och förslag 13.5.1En ny uppgiftsskyldighet i fråga om utvecklingen på spelmarknaden Utredningens förslag: Licens- och tillståndshavare enligt spellagen ska vara skyldiga att på begäran av spelmyndigheten lämna uppgifter om utvecklingen på spelmarknaden. Det är konstaterat att olika spelformer innebär olika stora risker. Flera studier har exempelvis pekat på att onlinekasino har ett tydligare samband med problemspelande och överskuldsättning än många andra spelformer. Det finns också indikationer om att distributionsformen (online eller fysiskt) påverkar risknivån. Vissa spelformer kan dessutom vara förenade med andra typer av skadeverkningar. Inom vadhållning finns, utöver risker kopplade till överdrivet spelande, matchfixningsproblematiken. För att kunna följa, bedöma och hantera riskerna på spelmarknaden behövs statistik om utvecklingen som bland annat särskiljer mellan olika spelformer och distributionssätt. Med ökad kunskap om spelmarknadens utveckling ges Spelinspektionen bättre förutsättningar för att följa och informera om utvecklingen på spelmarknaden samt bidra till den övergripande nationella uppföljningen inom spelområdet. Övergripande handlar det om att riksdag och regeringen ges tillgång till underlag för att kunna bedöma om målen med spelpolitiken faktiskt uppnås. Det ger också Spelinspektionen bättre underlag för andra delar av myndighetens verksamhet, exempelvis i föreskriftsarbetet och arbetet med att motverka matchfixning. Det finns i nuläget brister i tillgången till information om spelmarknaden. Varken i den statistik som Skatteverket tar fram och som den befintliga statistiken om omsättningen på spelmarknaden baseras på eller i licenshavarnas årsredovisningar, går det exempelvis att urskilja hur omsättningen utvecklas inom olika spelformer, exÖkade möjligheter att följa utvecklingen på spelmarknaden SOU 2020:77 empelvis kasino och vadhållning samt för olika distributionssätt. Inte heller går det att få reda på antalet aktiva spelare och hur omsättningen är fördelad mellan män och kvinnor. Detta är inte heller uppgifter som Spelinspektionen har möjlighet att begära in med stöd i uppgiftsskyldigheten vid licensgivning och tillsyn (18 kap. 4 § 2 och 21 kap. 2 § 1 spellagen). Spelinspektionens kan i dag be licenshavare att lämna uppgifter för statistikändamål. Uppgiftslämnandet bygger dock på frivillighet vilket, som Spelinspektionen har pekat på, riskerar att få till följd att det uppstår luckor och brister i de uppgifter som tas in. Utredningens bedömning är att"
